filename,width,height,class,xmin,ymin,xmax,ymax
daisy_151.jpg,288,288,daisy,1,1,288,278
daisy_152.jpg,333,500,daisy,72,206,223,345
daisy_153.jpg,500,375,daisy,138,32,357,345
daisy_154.jpg,500,361,daisy,185,100,488,341
daisy_155.jpg,500,333,daisy,219,18,436,244
daisy_156.jpg,500,333,daisy,42,36,336,293
daisy_157.jpg,333,500,daisy,39,144,332,409
daisy_158.jpg,500,333,daisy,175,113,255,188
daisy_159.jpg,333,500,daisy,23,59,209,270
daisy_16.jpg,333,500,daisy,1,172,271,490
daisy_160.jpg,500,333,daisy,77,6,282,269
daisy_161.jpg,500,333,daisy,143,16,347,262
daisy_162.jpg,500,333,daisy,181,6,347,153
daisy_163.jpg,500,333,daisy,172,64,342,229
daisy_164.jpg,500,333,daisy,388,163,486,287
daisy_165.jpg,500,375,daisy,32,16,271,300
daisy_166.jpg,500,333,daisy,167,38,342,253
daisy_167.jpg,500,333,daisy,139,70,365,256
daisy_168.jpg,500,333,daisy,104,1,441,333
daisy_169.jpg,500,333,daisy,212,21,395,185
daisy_17.jpg,500,333,daisy,223,58,470,295
daisy_170.jpg,500,333,daisy,94,47,296,321
daisy_171.jpg,500,333,daisy,110,36,377,333
daisy_172.jpg,500,333,daisy,48,76,184,235
daisy_173.jpg,500,333,daisy,41,53,163,201
daisy_174.jpg,333,500,daisy,40,110,333,484
daisy_175.jpg,500,333,daisy,115,124,300,330
daisy_176.jpg,500,375,daisy,122,148,375,345
daisy_177.jpg,500,331,daisy,31,24,310,331
daisy_178.jpg,500,375,daisy,193,88,342,274
daisy_179.jpg,500,375,daisy,152,162,340,317
daisy_18.jpg,500,375,daisy,151,22,351,228
daisy_180.jpg,500,375,daisy,136,56,305,213
daisy_181.jpg,500,375,daisy,34,1,411,375
daisy_182.jpg,357,500,daisy,14,114,320,423
daisy_183.jpg,500,333,daisy,104,9,403,305
daisy_184.jpg,334,500,daisy,78,173,292,440
daisy_185.jpg,500,333,daisy,186,113,321,227
daisy_186.jpg,500,333,daisy,163,139,264,245
daisy_187.jpg,403,500,daisy,22,137,192,309
daisy_188.jpg,500,375,daisy,194,1,474,228
daisy_189.jpg,500,338,daisy,33,53,267,337
daisy_19.jpg,375,500,daisy,48,6,289,311
daisy_190.jpg,500,375,daisy,142,47,351,231
daisy_191.jpg,500,375,daisy,188,47,500,332
daisy_192.jpg,500,322,daisy,60,5,485,307
daisy_193.jpg,500,332,daisy,14,32,387,254
daisy_194.jpg,333,500,daisy,64,27,324,338
daisy_195.jpg,333,500,daisy,1,1,275,362
daisy_196.jpg,500,333,daisy,153,157,251,260
daisy_197.jpg,500,402,daisy,252,252,317,302
daisy_198.jpg,333,500,daisy,46,74,333,338
daisy_199.jpg,500,332,daisy,137,3,397,245
daisy_2.jpg,500,333,daisy,234,24,411,252
daisy_20.jpg,500,375,daisy,139,32,372,279
daisy_200.jpg,500,333,daisy,81,16,393,265
daisy_201.jpg,400,533,daisy,174,187,316,329
daisy_202.jpg,400,400,daisy,150,84,276,226
daisy_203.jpg,400,711,daisy,207,313,317,459
daisy_204.jpg,400,300,daisy,152,37,276,201
daisy_205.jpg,400,393,daisy,20,90,200,266
daisy_206.jpg,400,533,daisy,140,25,371,276
daisy_207.jpg,400,711,daisy,67,66,400,469
daisy_208.jpg,400,533,daisy,23,201,213,327
daisy_209.jpg,400,710,daisy,85,162,338,468
daisy_21.jpg,500,333,daisy,85,1,298,226
daisy_210.jpg,400,711,daisy,216,206,400,410
daisy_211.jpg,400,533,daisy,80,224,385,396
daisy_212.jpg,400,533,daisy,159,266,226,324
daisy_213.jpg,400,408,daisy,45,21,308,315
daisy_214.jpg,400,600,daisy,135,97,272,267
daisy_215.jpg,400,711,daisy,159,399,370,601
daisy_216.jpg,400,533,daisy,50,230,212,395
daisy_217.jpg,400,710,daisy,120,326,244,448
daisy_218.jpg,400,711,daisy,73,213,304,478
daisy_219.jpg,400,533,daisy,91,150,309,386
daisy_22.jpg,500,500,daisy,17,8,439,500
daisy_220.jpg,400,711,daisy,163,186,271,292
daisy_221.jpg,400,533,daisy,80,148,229,306
daisy_222.jpg,400,224,daisy,209,30,298,131
daisy_223.jpg,400,400,daisy,91,77,284,287
daisy_224.jpg,400,405,daisy,159,275,273,351
daisy_225.jpg,400,709,daisy,41,182,191,307
daisy_226.jpg,400,395,daisy,150,10,336,215
daisy_227.jpg,400,711,daisy,5,230,320,489
daisy_228.jpg,400,300,daisy,207,118,337,260
daisy_229.jpg,400,300,daisy,3,75,140,215
daisy_23.jpg,500,500,daisy,12,5,425,500
daisy_230.jpg,400,709,daisy,224,191,332,307
daisy_24.jpg,500,333,daisy,174,17,353,242
daisy_25.jpg,434,500,daisy,118,151,271,308
daisy_26.jpg,334,500,daisy,112,146,263,315
daisy_27.jpg,500,447,daisy,26,45,421,430
daisy_28.jpg,500,329,daisy,53,114,219,250
daisy_29.jpg,500,356,daisy,55,35,348,282
daisy_3.jpg,500,481,daisy,221,19,433,306
daisy_30.jpg,500,332,daisy,89,30,434,235
daisy_31.jpg,375,500,daisy,172,113,365,374
daisy_32.jpg,500,350,daisy,149,115,242,224
daisy_33.jpg,415,500,daisy,154,81,374,380
daisy_34.jpg,375,500,daisy,111,70,304,300
daisy_35.jpg,333,500,daisy,149,218,223,311
daisy_36.jpg,500,333,daisy,114,24,374,333
daisy_37.jpg,375,500,daisy,52,125,260,403
daisy_38.jpg,332,500,daisy,35,46,261,295
daisy_39.jpg,500,333,daisy,128,5,379,333
daisy_4.jpg,334,500,daisy,46,53,295,318
daisy_40.jpg,500,333,daisy,76,32,429,282
daisy_41.jpg,332,500,daisy,101,106,287,344
daisy_42.jpg,375,500,daisy,74,35,320,317
daisy_43.jpg,333,500,daisy,60,87,258,342
daisy_44.jpg,500,375,daisy,261,122,396,266
daisy_45.jpg,375,500,daisy,34,21,298,339
daisy_46.jpg,500,375,daisy,88,112,214,259
daisy_47.jpg,332,500,daisy,38,24,300,324
daisy_48.jpg,375,500,daisy,38,23,310,431
daisy_49.jpg,500,375,daisy,305,51,441,186
daisy_5.jpg,500,375,daisy,113,210,307,364
daisy_50.jpg,500,332,daisy,128,48,372,235
daisy_51.jpg,333,500,daisy,104,43,275,264
daisy_52.jpg,500,313,daisy,57,63,182,213
daisy_53.jpg,500,500,daisy,117,3,389,332
daisy_54.jpg,500,375,daisy,121,95,273,276
daisy_55.jpg,500,375,daisy,207,87,326,245
daisy_56.jpg,500,331,daisy,156,57,295,232
daisy_57.jpg,500,331,daisy,203,37,368,212
daisy_58.jpg,500,375,daisy,205,189,320,288
daisy_59.jpg,375,500,daisy,5,132,202,402
daisy_6.jpg,500,332,daisy,95,18,318,290
daisy_60.jpg,500,332,daisy,229,100,398,226
daisy_61.jpg,500,332,daisy,234,85,383,265
daisy_62.jpg,500,332,daisy,205,99,352,277
daisy_63.jpg,500,333,daisy,228,75,332,222
daisy_64.jpg,400,500,daisy,173,27,365,237
daisy_65.jpg,500,403,daisy,228,98,394,273
daisy_66.jpg,500,336,daisy,286,129,402,240
daisy_67.jpg,500,333,daisy,92,73,241,272
daisy_68.jpg,500,375,daisy,187,135,298,229
daisy_69.jpg,332,500,daisy,71,153,220,358
daisy_7.jpg,500,332,daisy,302,31,460,193
daisy_70.jpg,500,375,daisy,148,6,371,339
daisy_71.jpg,500,333,daisy,81,59,323,284
daisy_72.jpg,333,500,daisy,29,159,230,433
daisy_73.jpg,375,500,daisy,24,54,364,371
daisy_74.jpg,500,445,daisy,105,109,291,281
daisy_75.jpg,500,383,daisy,229,107,460,256
daisy_76.jpg,500,444,daisy,107,126,309,275
daisy_77.jpg,500,375,daisy,206,112,356,265
daisy_78.jpg,416,500,daisy,44,12,296,263
daisy_79.jpg,500,375,daisy,343,88,456,235
daisy_8.jpg,500,332,daisy,25,4,288,280
daisy_80.jpg,333,500,daisy,126,174,229,298
daisy_81.jpg,362,500,daisy,67,14,347,317
daisy_82.jpg,500,400,daisy,30,27,405,373
daisy_83.jpg,500,333,daisy,252,39,400,182
daisy_84.jpg,500,375,daisy,260,125,351,230
daisy_85.jpg,500,375,daisy,227,31,384,241
daisy_86.jpg,500,346,daisy,176,135,279,243
daisy_87.jpg,348,500,daisy,79,136,250,321
daisy_88.jpg,500,333,daisy,215,21,364,186
daisy_89.jpg,401,500,daisy,64,112,260,363
daisy_9.jpg,500,375,daisy,192,16,363,226
daisy_90.jpg,500,333,daisy,38,50,211,249
daisy_91.jpg,500,341,daisy,288,106,375,214
daisy_92.jpg,332,500,daisy,48,57,266,254
daisy_93.jpg,500,333,daisy,158,28,306,199
daisy_94.jpg,500,333,daisy,134,114,239,208
daisy_95.jpg,500,333,daisy,89,1,355,258
daisy_96.jpg,500,333,daisy,36,1,283,276
daisy_97.jpg,500,332,daisy,101,35,383,332
daisy_98.jpg,473,500,daisy,91,3,439,431
daisy_99.jpg,500,498,daisy,270,182,454,427
