filename,width,height,class,xmin,ymin,xmax,ymax
daisy_175.jpg,500,333,daisy,115,124,300,330
daisy_111.jpg,500,332,daisy,193,122,303,255
daisy_128.jpg,333,500,daisy,8,1,330,376
daisy_65.jpg,500,403,daisy,228,98,394,273
daisy_209.jpg,400,710,daisy,85,162,338,468
daisy_66.jpg,500,336,daisy,286,129,402,240
daisy_136.jpg,500,375,daisy,37,71,414,283
daisy_154.jpg,500,361,daisy,185,100,488,341
daisy_18.jpg,500,375,daisy,151,22,351,228
daisy_25.jpg,434,500,daisy,118,151,271,308
daisy_19.jpg,375,500,daisy,48,6,289,311
daisy_36.jpg,500,333,daisy,114,24,374,333
daisy_83.jpg,500,333,daisy,252,39,400,182
daisy_77.jpg,500,375,daisy,206,112,356,265
daisy_141.jpg,500,333,daisy,78,19,382,288
daisy_58.jpg,500,375,daisy,205,189,320,288
daisy_14.jpg,500,333,daisy,74,12,477,263
daisy_90.jpg,500,333,daisy,38,50,211,249
daisy_151.jpg,288,288,daisy,1,1,288,278
daisy_189.jpg,500,338,daisy,33,53,267,337
daisy_92.jpg,332,500,daisy,48,57,266,254
daisy_168.jpg,500,333,daisy,104,1,441,333
daisy_149.jpg,288,360,daisy,57,53,203,194
daisy_44.jpg,500,375,daisy,261,122,396,266
daisy_5.jpg,500,375,daisy,113,210,307,364
daisy_94.jpg,500,333,daisy,134,114,239,208
daisy_21.jpg,500,333,daisy,85,1,298,226
daisy_202.jpg,400,400,daisy,150,84,276,226
daisy_88.jpg,500,333,daisy,215,21,364,186
daisy_147.jpg,500,333,daisy,168,105,332,247
daisy_118.jpg,500,332,daisy,106,11,406,331
daisy_93.jpg,500,333,daisy,158,28,306,199
daisy_80.jpg,333,500,daisy,126,174,229,298
daisy_59.jpg,375,500,daisy,5,132,202,402
daisy_41.jpg,332,500,daisy,101,106,287,344
daisy_110.jpg,333,500,daisy,58,38,310,317
daisy_163.jpg,500,333,daisy,172,64,342,229
daisy_108.jpg,380,500,daisy,157,30,357,345
daisy_218.jpg,400,711,daisy,73,213,304,478
daisy_79.jpg,500,375,daisy,343,88,456,235
daisy_81.jpg,362,500,daisy,67,14,347,317
daisy_179.jpg,500,375,daisy,152,162,340,317
daisy_101.jpg,500,343,daisy,82,94,238,262
daisy_227.jpg,400,711,daisy,5,230,320,489
daisy_61.jpg,500,332,daisy,234,85,383,265
daisy_56.jpg,500,331,daisy,156,57,295,232
daisy_100.jpg,500,357,daisy,199,184,289,314
daisy_219.jpg,400,533,daisy,91,150,309,386
daisy_185.jpg,500,333,daisy,186,113,321,227
daisy_27.jpg,500,447,daisy,26,45,421,430
daisy_35.jpg,333,500,daisy,149,218,223,311
daisy_89.jpg,401,500,daisy,64,112,260,363
daisy_230.jpg,400,709,daisy,224,191,332,307
daisy_119.jpg,500,375,daisy,33,11,250,232
daisy_28.jpg,500,329,daisy,53,114,219,250
daisy_10.jpg,500,375,daisy,99,64,397,314
daisy_129.jpg,333,500,daisy,12,6,332,469
daisy_12.jpg,375,500,daisy,131,80,314,338
daisy_47.jpg,332,500,daisy,38,24,300,324
daisy_198.jpg,333,500,daisy,46,74,333,338
daisy_214.jpg,400,600,daisy,135,97,272,267
daisy_226.jpg,400,395,daisy,150,10,336,215
daisy_148.jpg,500,380,daisy,197,133,376,380
daisy_174.jpg,333,500,daisy,40,110,333,484
daisy_8.jpg,500,332,daisy,25,4,288,280
daisy_68.jpg,500,375,daisy,187,135,298,229
daisy_126.jpg,500,333,daisy,181,42,389,220
daisy_84.jpg,500,375,daisy,260,125,351,230
daisy_167.jpg,500,333,daisy,139,70,365,256
daisy_184.jpg,334,500,daisy,78,173,292,440
daisy_67.jpg,500,333,daisy,92,73,241,272
daisy_206.jpg,400,533,daisy,140,25,371,276
daisy_24.jpg,500,333,daisy,174,17,353,242
daisy_169.jpg,500,333,daisy,212,21,395,185
daisy_4.jpg,334,500,daisy,46,53,295,318
daisy_170.jpg,500,333,daisy,94,47,296,321
daisy_48.jpg,375,500,daisy,38,23,310,431
daisy_9.jpg,500,375,daisy,192,16,363,226
daisy_107.jpg,375,500,daisy,144,1,349,292
daisy_187.jpg,403,500,daisy,22,137,192,309
daisy_215.jpg,400,711,daisy,159,399,370,601
daisy_102.jpg,500,332,daisy,1,1,450,332
daisy_143.jpg,500,333,daisy,180,84,305,194
daisy_165.jpg,500,375,daisy,32,16,271,300
daisy_166.jpg,500,333,daisy,167,38,342,253
daisy_180.jpg,500,375,daisy,136,56,305,213
daisy_139.jpg,500,335,daisy,90,66,233,219
daisy_212.jpg,400,533,daisy,159,266,226,324
daisy_13.jpg,375,500,daisy,139,1,374,342
daisy_42.jpg,375,500,daisy,74,35,320,317
daisy_229.jpg,400,300,daisy,3,75,140,215
daisy_171.jpg,500,333,daisy,110,36,377,333
daisy_216.jpg,400,533,daisy,50,230,212,395
daisy_99.jpg,500,498,daisy,270,182,454,427
daisy_38.jpg,332,500,daisy,35,46,261,295
daisy_178.jpg,500,375,daisy,193,88,342,274
daisy_125.jpg,500,333,daisy,200,25,378,258
daisy_52.jpg,500,313,daisy,57,63,182,213
daisy_201.jpg,400,533,daisy,174,187,316,329
daisy_20.jpg,500,375,daisy,139,32,372,279
daisy_133.jpg,500,393,daisy,1,6,494,393
daisy_30.jpg,500,332,daisy,89,30,434,235
daisy_16.jpg,333,500,daisy,1,172,271,490
daisy_62.jpg,500,332,daisy,205,99,352,277
daisy_117.jpg,500,333,daisy,237,31,479,294
daisy_26.jpg,334,500,daisy,112,146,263,315
daisy_57.jpg,500,331,daisy,203,37,368,212
daisy_70.jpg,500,375,daisy,148,6,371,339
daisy_122.jpg,333,500,daisy,88,150,228,348
daisy_97.jpg,500,332,daisy,101,35,383,332
daisy_221.jpg,400,533,daisy,80,148,229,306
daisy_220.jpg,400,711,daisy,163,186,271,292
daisy_51.jpg,333,500,daisy,104,43,275,264
daisy_162.jpg,500,333,daisy,181,6,347,153
daisy_156.jpg,500,333,daisy,42,36,336,293
daisy_127.jpg,500,375,daisy,90,3,397,374
daisy_132.jpg,375,500,daisy,9,1,329,449
daisy_205.jpg,400,393,daisy,20,90,200,266
daisy_177.jpg,500,331,daisy,31,24,310,331
daisy_204.jpg,400,300,daisy,152,37,276,201
daisy_153.jpg,500,375,daisy,138,32,357,345
daisy_192.jpg,500,322,daisy,60,5,485,307
daisy_74.jpg,500,445,daisy,105,109,291,281
daisy_43.jpg,333,500,daisy,60,87,258,342
daisy_223.jpg,400,400,daisy,91,77,284,287
daisy_95.jpg,500,333,daisy,89,1,355,258
daisy_50.jpg,500,332,daisy,128,48,372,235
daisy_150.jpg,500,333,daisy,89,1,437,307
daisy_31.jpg,375,500,daisy,172,113,365,374
daisy_213.jpg,400,408,daisy,45,21,308,315
daisy_190.jpg,500,375,daisy,142,47,351,231
daisy_86.jpg,500,346,daisy,176,135,279,243
daisy_6.jpg,500,332,daisy,95,18,318,290
daisy_145.jpg,500,333,daisy,96,48,229,170
daisy_203.jpg,400,711,daisy,207,313,317,459
daisy_173.jpg,500,333,daisy,41,53,163,201
daisy_160.jpg,500,333,daisy,77,6,282,269
daisy_210.jpg,400,711,daisy,216,206,400,410
daisy_124.jpg,500,333,daisy,195,5,389,197
daisy_181.jpg,500,375,daisy,34,1,411,375
daisy_120.jpg,500,332,daisy,60,24,254,261
daisy_2.jpg,500,333,daisy,234,24,411,252
